url,title,reason,batch
https://bitcoininfonews.com/alt-coin-news/page/10/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/100/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/101/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/102/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/103/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/104/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/105/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/106/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/107/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/108/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/109/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/11/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/110/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/111/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/112/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/113/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/114/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/115/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/116/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/117/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/118/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/119/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/12/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/120/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/121/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/122/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/123/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/124/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/125/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/126/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/127/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/128/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/129/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/13/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/130/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/131/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/132/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/133/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
https://bitcoininfonews.com/alt-coin-news/page/134/,Alt Coin News - BtcInfoNews,deep paginated archive currently indexable,batch_2_index_bloat_reduction
