id,cluster,source,url,current_destination,type,status,action,reason
908,BlockDAG,best-crypto-coin-to-buy-now-blockdag-chainlink-stellar-tron-compared/,https://bitcoininfonews.com/best-crypto-coin-to-buy-now-blockdag-chainlink-stellar-tron-compared/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
909,BlockDAG,best-crypto-investment-for-2025-blockdag-presale-beats-avalanche-litecoin-xrp/,https://bitcoininfonews.com/best-crypto-investment-for-2025-blockdag-presale-beats-avalanche-litecoin-xrp/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
910,BlockDAG,best-crypto-presale-2025-blockdag-bitcoin-hyper-little-pepe-remittix-backed-by-real-tech/,https://bitcoininfonews.com/best-crypto-presale-2025-blockdag-bitcoin-hyper-little-pepe-remittix-backed-by-real-tech/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
911,BlockDAG,best-crypto-presale-2025-why-blockdag-tops-the-list-over-sol-trx-and-sei/,https://bitcoininfonews.com/best-crypto-presale-2025-why-blockdag-tops-the-list-over-sol-trx-and-sei/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
912,BlockDAG,best-crypto-presale-projects-2025-blockdag-hyper-best-layer-brett/,https://bitcoininfonews.com/best-crypto-presale-projects-2025-blockdag-hyper-best-layer-brett/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
913,BlockDAG,best-crypto-presales-to-buy-blockdag-surges-ahead-as-the-top-crypto-to-invest-in/,https://bitcoininfonews.com/best-crypto-presales-to-buy-blockdag-surges-ahead-as-the-top-crypto-to-invest-in/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
914,BlockDAG,best-crypto-to-buy-for-2025-blockdag-filecoin-vet-link/,https://bitcoininfonews.com/best-crypto-to-buy-for-2025-blockdag-filecoin-vet-link/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
915,BlockDAG,best-crypto-to-buy-in-2025-blockdag-ethereum-cardano-solana/,https://bitcoininfonews.com/best-crypto-to-buy-in-2025-blockdag-ethereum-cardano-solana/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
916,BlockDAG,best-crypto-to-buy-now-blockdag-dogecoin-pepe-shiba-inu-show-strong-momentum/,https://bitcoininfonews.com/best-crypto-to-buy-now-blockdag-dogecoin-pepe-shiba-inu-show-strong-momentum/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
917,BlockDAG,best-crypto-to-buy-now-blockdag-vs-xrp-pepe-price-action/,https://bitcoininfonews.com/best-crypto-to-buy-now-blockdag-vs-xrp-pepe-price-action/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
918,BlockDAG,best-crypto-to-buy-now-blockdags-no-vesting-pass-offers-100-launch-access/,https://bitcoininfonews.com/best-crypto-to-buy-now-blockdags-no-vesting-pass-offers-100-launch-access/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
919,BlockDAG,best-crypto-to-buy-now-why-aptos-hedera-ondo-blockdag-are-heating-up-in-2025/,https://bitcoininfonews.com/best-crypto-to-buy-now-why-aptos-hedera-ondo-blockdag-are-heating-up-in-2025/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
920,BlockDAG,best-crypto-to-buy-right-now-blockdag-chainlink-aave-cardano/,https://bitcoininfonews.com/best-crypto-to-buy-right-now-blockdag-chainlink-aave-cardano/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
921,BlockDAG,best-crypto-to-buy-today-blockdag-chainlink-stellar-cardano-lead/,https://bitcoininfonews.com/best-crypto-to-buy-today-blockdag-chainlink-stellar-cardano-lead/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
922,BlockDAG,best-cryptos-to-buy-now-blockdag-doge-shib-pepe-surge-in-popularity/,https://bitcoininfonews.com/best-cryptos-to-buy-now-blockdag-doge-shib-pepe-surge-in-popularity/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
923,BlockDAG,best-cryptos-to-buy-now-blockdag-ltc-ton-fil-updates-for-2025/,https://bitcoininfonews.com/best-cryptos-to-buy-now-blockdag-ltc-ton-fil-updates-for-2025/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
924,BlockDAG,best-high-roi-crypto-2025-blockdag-stellar-dogecoin-avalanche/,https://bitcoininfonews.com/best-high-roi-crypto-2025-blockdag-stellar-dogecoin-avalanche/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
925,BlockDAG,best-long-term-cryptos-of-2025-blockdag-tao-rndr-near-price-predictions/,https://bitcoininfonews.com/best-long-term-cryptos-of-2025-blockdag-tao-rndr-near-price-predictions/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
926,BlockDAG,best-long-term-cryptos-to-buy-now-bdag-xrp-doge-shib/,https://bitcoininfonews.com/best-long-term-cryptos-to-buy-now-bdag-xrp-doge-shib/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
927,BlockDAG,best-presale-crypto-2025-blockdag-blockchainfx-snorter-little-pepe/,https://bitcoininfonews.com/best-presale-crypto-2025-blockdag-blockchainfx-snorter-little-pepe/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
928,BlockDAG,best-presale-crypto-2025-comparing-blockdag-bitcoin-hyper-remittix-blockchainfx/,https://bitcoininfonews.com/best-presale-crypto-2025-comparing-blockdag-bitcoin-hyper-remittix-blockchainfx/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
929,BlockDAG,best-presale-crypto-in-2025-blockdag-nears-600m-as-tapzi-blockchainfx-lag-behind/,https://bitcoininfonews.com/best-presale-crypto-in-2025-blockdag-nears-600m-as-tapzi-blockchainfx-lag-behind/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
930,BlockDAG,best-presale-crypto-to-buy-now-blockdags-415m-bwt-alpine-deal-tops-blockchainfx-and-ozak-ai/,https://bitcoininfonews.com/best-presale-crypto-to-buy-now-blockdags-415m-bwt-alpine-deal-tops-blockchainfx-and-ozak-ai/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
931,BlockDAG,best-presale-cryptos-of-2025-blockdag-blockchainfx-based-eggman-more/,https://bitcoininfonews.com/best-presale-cryptos-of-2025-blockdag-blockchainfx-based-eggman-more/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
932,BlockDAG,bitcoin-hyper-surge-vs-blockdags-341m-presale-breakthrough/,https://bitcoininfonews.com/bitcoin-hyper-surge-vs-blockdags-341m-presale-breakthrough/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
933,BlockDAG,blockchainfx-presale-gains-steam-ozak-ai-climbs-while-blockdag-hits-374m/,https://bitcoininfonews.com/blockchainfx-presale-gains-steam-ozak-ai-climbs-while-blockdag-hits-374m/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
934,BlockDAG,blockdag-0-0013-presale-surges-as-pepe-price-prediction-weakens-sei-struggles/,https://bitcoininfonews.com/blockdag-0-0013-presale-surges-as-pepe-price-prediction-weakens-sei-struggles/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
935,BlockDAG,blockdag-2025-mining-referrals-and-rewards-driving-roi/,https://bitcoininfonews.com/blockdag-2025-mining-referrals-and-rewards-driving-roi/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
936,BlockDAG,blockdag-3-025-roi-leads-as-fil-rallies-and-near-protocol-expands/,https://bitcoininfonews.com/blockdag-3-025-roi-leads-as-fil-rallies-and-near-protocol-expands/,https://bitcoininfonews.com/DELETE,301,active,delete_in_rankmath_ui,Broken DELETE redirect still active; should be removed so trashed URL can return 404.
